2021-06-08 00:03:43.910 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 08:28:11.433 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 08:28:11.567 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 08:28:15.477 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 08:28:16.251 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#3b0b20a8:0/SimpleConnection@3a0773 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 56059]
2021-06-08 08:28:17.110 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 73.77 seconds (JVM running for 81.64)
2021-06-08 08:28:58.941 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-06-08 08:28:58.942 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-06-08 08:28:58.995 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 53 ms
2021-06-08 09:44:09.408 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 09:44:09.430 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 09:44:09.435 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 09:44:09.442 [SpringContextShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-06-08 09:44:09.452 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 10:07:41.820 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 10:07:47.795 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:07:47.800 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-06-08 10:07:50.261 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2436ms. Found 2 Elasticsearch repository interfaces.
2021-06-08 10:07:50.346 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:07:50.351 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-06-08 10:07:50.450 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 94ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-06-08 10:07:50.480 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:07:50.484 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-06-08 10:07:50.568 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.BlogRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 10:07:50.569 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.UserRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 10:07:50.570 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 54ms. Found 0 Redis repository interfaces.
2021-06-08 10:07:51.384 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=eb87396f-3afa-3551-8ef3-fc57162ce21a
2021-06-08 10:07:51.722 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.portal.feign.FeignUploadService' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:07:51.911 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncTaskConfiguration' of type [com.mrl.pastry.portal.config.AsyncTaskConfiguration$$EnhancerBySpringCGLIB$$bad9fbb1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:07:53.743 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.common.config.RedisConfiguration' of type [com.mrl.pastry.common.config.RedisConfiguration$$EnhancerBySpringCGLIB$$9676e876] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:07:53.965 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@fd14789' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:07:53.988 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:07:56.629 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2021-06-08 10:07:56.630 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 14731 ms
2021-06-08 10:08:00.154 [main] INFO  org.redisson.Version - Redisson 3.13.6
2021-06-08 10:08:02.397 [redisson-netty-2-23] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for redis/127.0.0.1:6379
2021-06-08 10:08:02.698 [redisson-netty-2-18] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for redis/127.0.0.1:6379
2021-06-08 10:08:07.718 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 10:08:08.095 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 10:08:15.349 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.2.RELEASE
2021-06-08 10:08:15.350 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-06-08 10:08:15.352 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-06-08 10:08:18.549 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 10:08:18.552 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 10:08:23.158 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 10:08:23.456 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 10:08:23.570 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 10:08:23.595 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 10:08:25.411 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 10:08:25.411 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 10:08:25.412 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 10:08:25.412 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 10:08:25.413 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 10:08:25.413 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 10:08:25.413 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 10:08:25.414 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 10:08:25.414 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 10:08:25.414 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 10:08:25.414 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 10:08:25.546 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2bfe9344, org.springframework.security.web.context.SecurityContextPersistenceFilter@a9339e5, org.springframework.security.web.header.HeaderWriterFilter@33bd3549, org.springframework.security.web.authentication.logout.LogoutFilter@8508dae, com.mrl.pastry.common.filter.JwtAuthFilter@48cc060d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7ce87db5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@12f52ca4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3de473d9, org.springframework.security.web.session.SessionManagementFilter@1fba15d7, org.springframework.security.web.access.ExceptionTranslationFilter@7ff48cdc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@47d0127f]
2021-06-08 10:08:28.364 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 10:08:28.410 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 10:08:28.476 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 10:08:28.781 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2021-06-08 10:08:28.953 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 10:08:29.156 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 10:08:34.020 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 10:08:34.393 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#18f6ee8d:0/SimpleConnection@70eb0c59 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 53844]
2021-06-08 10:08:34.958 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 60.431 seconds (JVM running for 64.564)
2021-06-08 10:10:20.171 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-06-08 10:10:20.172 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-06-08 10:10:20.195 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 23 ms
2021-06-08 10:10:39.434 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 10:10:39.658 [XNIO-1 task-1] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: pastry-upload instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-06-08 10:10:39.682 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-06-08 10:10:39.880 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 10:10:39.890 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client pastry-upload initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[192.168.43.215:2862],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.43.215:2862;	Zone:UNKNOWN;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:com.alibaba.cloud.nacos.ribbon.NacosServerList@796912bf
2021-06-08 10:10:40.694 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 10:23:29.751 [Thread-14] INFO  com.netflix.loadbalancer.PollingServerListUpdater - Shutting down the Executor Pool for PollingServerListUpdater
2021-06-08 10:23:29.815 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 10:23:30.760 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 10:23:30.772 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 10:23:30.804 [SpringContextShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-06-08 10:23:30.807 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 10:24:30.881 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2021-06-08 10:24:30.888 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2021-06-08 10:24:30.893 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 10:25:30.896 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 10:26:28.045 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 10:26:33.973 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:26:33.990 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-06-08 10:26:35.458 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1390ms. Found 2 Elasticsearch repository interfaces.
2021-06-08 10:26:35.469 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:26:35.470 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-06-08 10:26:35.516 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-06-08 10:26:35.541 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 10:26:35.544 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-06-08 10:26:35.627 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.BlogRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 10:26:35.636 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.UserRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 10:26:35.636 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 68ms. Found 0 Redis repository interfaces.
2021-06-08 10:26:37.970 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=eb87396f-3afa-3551-8ef3-fc57162ce21a
2021-06-08 10:26:38.062 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.portal.feign.FeignUploadService' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:26:38.105 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncTaskConfiguration' of type [com.mrl.pastry.portal.config.AsyncTaskConfiguration$$EnhancerBySpringCGLIB$$5ee57926] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:26:39.170 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.common.config.RedisConfiguration' of type [com.mrl.pastry.common.config.RedisConfiguration$$EnhancerBySpringCGLIB$$3a8265eb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:26:39.898 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@2b8cf049' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:26:39.952 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 10:26:41.993 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2021-06-08 10:26:41.994 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 13731 ms
2021-06-08 10:26:44.496 [main] INFO  org.redisson.Version - Redisson 3.13.6
2021-06-08 10:26:46.433 [redisson-netty-2-16] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for redis/127.0.0.1:6379
2021-06-08 10:26:46.587 [redisson-netty-2-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for redis/127.0.0.1:6379
2021-06-08 10:26:52.127 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 10:26:52.487 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 10:27:00.609 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.2.RELEASE
2021-06-08 10:27:00.611 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-06-08 10:27:00.612 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-06-08 10:27:04.150 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 10:27:04.155 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 10:27:07.784 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 10:27:08.112 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 10:27:08.194 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 10:27:08.216 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 10:27:09.872 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 10:27:09.872 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 10:27:09.873 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 10:27:09.873 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 10:27:09.873 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 10:27:09.874 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 10:27:09.988 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@247246ea, org.springframework.security.web.context.SecurityContextPersistenceFilter@1d957b5a, org.springframework.security.web.header.HeaderWriterFilter@583f6270, org.springframework.security.web.authentication.logout.LogoutFilter@68032a80, com.mrl.pastry.common.filter.JwtAuthFilter@3b8ce72, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@24bf95ec, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@b917b5e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@43b45e77, org.springframework.security.web.session.SessionManagementFilter@5ae68d0e, org.springframework.security.web.access.ExceptionTranslationFilter@2a654f27, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@291fbdc9]
2021-06-08 10:27:14.880 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 10:27:14.981 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 10:27:15.112 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 10:27:15.366 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2021-06-08 10:27:15.453 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 10:27:15.561 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 10:27:19.276 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 10:27:20.156 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#f511a8e:0/SimpleConnection@70b38e0 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 56687]
2021-06-08 10:27:21.265 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 63.262 seconds (JVM running for 67.255)
2021-06-08 10:28:39.800 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-06-08 10:28:39.800 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-06-08 10:28:39.837 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 36 ms
2021-06-08 10:29:33.436 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 10:29:33.705 [XNIO-1 task-1] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: pastry-upload instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-06-08 10:29:33.754 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-06-08 10:29:34.854 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 10:29:34.947 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client pastry-upload initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[192.168.43.215:2862],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
